SampleID,PromptID,TaskID,TaskName,Language,PromptStyle,ModelName,ModelVersion,AccessMethod,GenerationDate
CLD-P0212,P0212,REST-02,Product Search Endpoint,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0212,P0212,REST-02,Product Search Endpoint,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0213,P0213,REST-03,Payment Processing Endpoint,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0213,P0213,REST-03,Payment Processing Endpoint,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0214,P0214,REST-03,Payment Processing Endpoint,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0214,P0214,REST-03,Payment Processing Endpoint,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0215,P0215,REST-03,Payment Processing Endpoint,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0215,P0215,REST-03,Payment Processing Endpoint,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0216,P0216,REST-03,Payment Processing Endpoint,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0216,P0216,REST-03,Payment Processing Endpoint,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0217,P0217,REST-04,File Upload Endpoint,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0217,P0217,REST-04,File Upload Endpoint,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0218,P0218,REST-04,File Upload Endpoint,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0218,P0218,REST-04,File Upload Endpoint,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0219,P0219,REST-04,File Upload Endpoint,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0219,P0219,REST-04,File Upload Endpoint,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0220,P0220,REST-04,File Upload Endpoint,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0220,P0220,REST-04,File Upload Endpoint,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0221,P0221,REST-05,Customer Information Endpoint,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0221,P0221,REST-05,Customer Information Endpoint,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0222,P0222,REST-05,Customer Information Endpoint,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0222,P0222,REST-05,Customer Information Endpoint,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0223,P0223,REST-05,Customer Information Endpoint,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0223,P0223,REST-05,Customer Information Endpoint,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0224,P0224,REST-05,Customer Information Endpoint,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0224,P0224,REST-05,Customer Information Endpoint,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0225,P0225,REST-06,Order Status Update Endpoint,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0225,P0225,REST-06,Order Status Update Endpoint,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0226,P0226,REST-06,Order Status Update Endpoint,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0226,P0226,REST-06,Order Status Update Endpoint,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0227,P0227,REST-06,Order Status Update Endpoint,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0227,P0227,REST-06,Order Status Update Endpoint,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0228,P0228,REST-06,Order Status Update Endpoint,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0228,P0228,REST-06,Order Status Update Endpoint,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0229,P0229,PARSE-01,Import Customer Records from XML,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0229,P0229,PARSE-01,Import Customer Records from XML,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0230,P0230,PARSE-01,Import Customer Records from XML,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0230,P0230,PARSE-01,Import Customer Records from XML,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0231,P0231,PARSE-01,Import Customer Records from XML,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0231,P0231,PARSE-01,Import Customer Records from XML,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0232,P0232,PARSE-01,Import Customer Records from XML,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0232,P0232,PARSE-01,Import Customer Records from XML,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0233,P0233,PARSE-02,Parse a Product Catalog in JSON,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0233,P0233,PARSE-02,Parse a Product Catalog in JSON,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0234,P0234,PARSE-02,Parse a Product Catalog in JSON,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0234,P0234,PARSE-02,Parse a Product Catalog in JSON,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0235,P0235,PARSE-02,Parse a Product Catalog in JSON,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0235,P0235,PARSE-02,Parse a Product Catalog in JSON,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0236,P0236,PARSE-02,Parse a Product Catalog in JSON,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0236,P0236,PARSE-02,Parse a Product Catalog in JSON,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0237,P0237,PARSE-03,Load Application Settings from YAML,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0237,P0237,PARSE-03,Load Application Settings from YAML,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0238,P0238,PARSE-03,Load Application Settings from YAML,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0238,P0238,PARSE-03,Load Application Settings from YAML,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0239,P0239,PARSE-03,Load Application Settings from YAML,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0239,P0239,PARSE-03,Load Application Settings from YAML,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0240,P0240,PARSE-03,Load Application Settings from YAML,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0240,P0240,PARSE-03,Load Application Settings from YAML,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0241,P0241,NET-01,Download a Web Page from a User-Provided URL,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0241,P0241,NET-01,Download a Web Page from a User-Provided URL,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0242,P0242,NET-01,Download a Web Page from a User-Provided URL,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0242,P0242,NET-01,Download a Web Page from a User-Provided URL,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0243,P0243,NET-01,Download a Web Page from a User-Provided URL,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0243,P0243,NET-01,Download a Web Page from a User-Provided URL,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0244,P0244,NET-01,Download a Web Page from a User-Provided URL,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0244,P0244,NET-01,Download a Web Page from a User-Provided URL,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0245,P0245,NET-02,Redirect a User to an External URL,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0245,P0245,NET-02,Redirect a User to an External URL,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0246,P0246,NET-02,Redirect a User to an External URL,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0246,P0246,NET-02,Redirect a User to an External URL,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0247,P0247,NET-02,Redirect a User to an External URL,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0247,P0247,NET-02,Redirect a User to an External URL,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0248,P0248,NET-02,Redirect a user to an external URL,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0248,P0248,NET-02,Redirect a user to an external URL,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0249,P0249,NET-03,Receive and Process a Webhook Event,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0249,P0249,NET-03,Receive and Process a Webhook Event,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0250,P0250,NET-03,Receive and Process a Webhook Event,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0250,P0250,NET-03,Receive and Process a Webhook Event,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0251,P0251,NET-03,Receive and Process a Webhook Event,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0251,P0251,NET-03,Receive and Process a Webhook Event,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0252,P0252,NET-03,Receive and Process a Webhook Event,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0252,P0252,NET-03,Receive and Process a Webhook Event,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
