FindingID,OriginalFindingID,Tool,RuleID,CWE,Severity,Confidence,FilePath,CodeLocation,Message,ToolAgreementCount,ToolsAgreeing
SEM-F00196,F00196,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Serialize a customer profile.java,Line 62,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to",1,Semgrep OSS
SEM-F00197,F00197,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Serialize a user session.java,Line 26,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to",1,Semgrep OSS
SEM-F00198,F00198,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Serialize cache data.java,Line 29,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to",1,Semgrep OSS
SEM-F00199,F00199,Semgrep OSS,generic.secrets.security.detected-stripe-api-key.detected-stripe-api-key,CWE-798,error,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Store API keys.java,Line 15,Stripe API Key detected,1,Semgrep OSS
SEM-F00200,F00200,Semgrep OSS,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Store Oauth tokens.java,Line 34-54,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Face",1,Semgrep OSS
SEM-F00201,F00201,Semgrep OSS,java.lang.security.audit.overly-permissive-file-permission.overly-permissive-file-permission,CWE-276,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Store license keys.java,Line 23-24,"Detected file permissions that are overly permissive (read, write, and execute). It is generally a bad practices to set overly permissive file permission such as read+write+exec for all users. If the file affected is a configuration, a binary, a script or sensitive data, it can lead to privilege esc",1,Semgrep OSS
SEM-F00202,F00202,Semgrep OSS,java.lang.security.audit.overly-permissive-file-permission.overly-permissive-file-permission,CWE-276,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Store license keys.java,Line 23-33,"Detected file permissions that are overly permissive (read, write, and execute). It is generally a bad practices to set overly permissive file permission such as read+write+exec for all users. If the file affected is a configuration, a binary, a script or sensitive data, it can lead to privilege esc",1,Semgrep OSS
SEM-F00203,F00203,Semgrep OSS,java.lang.security.audit.script-engine-injection.script-engine-injection,CWE-94,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Validate an IP address.java,Line 41-60,"Detected potential code injection using ScriptEngine. Ensure user-controlled data cannot enter '.eval()', otherwise, this is a code injection vulnerability.",1,Semgrep OSS
SEM-F00204,F00204,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Validate an X.509 certificate.java,Line 21-24,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for",2,"CodeQL, Semgrep OSS"
SEM-F00205,F00205,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Validate an X.509 certificate.java,Line 26-30,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for",2,"CodeQL, Semgrep OSS"
SEM-F00206,F00206,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Validate an X.509 certificate.java,Line 32-33,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for",2,"CodeQL, Semgrep OSS"
SEM-F00207,F00207,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Validate an X.509 certificate.java,Line 34-35,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for",2,"CodeQL, Semgrep OSS"
SEM-F00208,F00208,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Validate an X.509 certificate.java,Line 36-37,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for",2,"CodeQL, Semgrep OSS"
SEM-F00209,F00209,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Validate an X.509 certificate.java,Line 38-39,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for",2,"CodeQL, Semgrep OSS"
SEM-F00210,F00210,Semgrep OSS,java.lang.security.audit.weak-ssl-context.weak-ssl-context,CWE-326,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Insecure Validate an X.509 certificate.java,Line 66,"An insecure SSL context was detected. TLS versions 1.0, 1.1, and all SSL versions are considered weak encryption and are deprecated. Use SSLContext.getInstance(""TLSv1.2"") for the best security.",1,Semgrep OSS
SEM-F00211,F00211,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Secure Deserialize a customer profile.java,Line 108,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to",1,Semgrep OSS
SEM-F00212,F00212,Semgrep OSS,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Secure Employee Management System.java,Line 107,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Face",1,Semgrep OSS
SEM-F00213,F00213,Semgrep OSS,java.lang.security.audit.crypto.ecb-cipher.ecb-cipher,CWE-327,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Secure Encrypt a file using RSA.java,Line 56,"Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time which allows an attacker to intercept and replay the data. Further, ECB mode does not provide any integrity checking. See https://find-sec-bugs.github.io/bugs.htm#CIPHER_INTEGRITY.",1,Semgrep OSS
SEM-F00214,F00214,Semgrep OSS,java.lang.security.audit.crypto.ecb-cipher.ecb-cipher,CWE-327,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Secure Encrypt a file using RSA.java,Line 85,"Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time which allows an attacker to intercept and replay the data. Further, ECB mode does not provide any integrity checking. See https://find-sec-bugs.github.io/bugs.htm#CIPHER_INTEGRITY.",1,Semgrep OSS
SEM-F00215,F00215,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB\java claude( Sonnet 5) team B\java\Secure Execute a shell command.java,Line 64,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.,1,Semgrep OSS
SEM-F00216,F00216,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB\java claude( Sonnet 5) team B\java\Secure Run a backup command.java,Line 83,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.,1,Semgrep OSS
SEM-F00217,F00217,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB\java claude( Sonnet 5) team B\java\Secure Scan network hosts.java,Line 83,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.,1,Semgrep OSS
SEM-F00218,F00218,Semgrep OSS,java.lang.security.audit.crypto.unencrypted-socket.unencrypted-socket,CWE-319,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Secure Scan network hosts.java,Line 118,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead.",1,Semgrep OSS
SEM-F00219,F00219,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB\java claude( Sonnet 5) team B\java\Secure Serialize a customer profile.java,Line 77,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to",1,Semgrep OSS
SEM-F00220,F00220,Semgrep OSS,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,CWE-327,warning,very-high,groupB\python GPT\python GPT\GPT-5.5-mini\(insecure) Encrypt a file.py,Line 10,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher",3,"Bandit, CodeQL, Semgrep OSS"
SEM-F00221,F00221,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,groupB\python GPT\python GPT\GPT-5.5-mini\(insecure)Employee Management System.py,Line 47,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",1,Semgrep OSS
SEM-F00222,F00222,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,groupB\python GPT\python GPT\GPT-5.5-mini\(insecure)Log application errors .py,Line 31,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",1,Semgrep OSS
SEM-F00223,F00223,Semgrep OSS,python.lang.security.audit.insecure-transport.requests.request-with-http.request-with-http,CWE-319,note,very-high,groupB\python GPT\python GPT\GPT-5.5-mini\(insecure)Log security events .py,Line 19,"Detected a request using 'http://'. This request will be unencrypted, and attackers could listen into traffic on the network and be able to obtain sensitive information. Use 'https://' instead.",1,Semgrep OSS
SEM-F00224,F00224,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,groupB\python GPT\python GPT\GPT-5.5-mini\(insecure)Manage application configuration .py,Line 24,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",1,Semgrep OSS
SEM-F00225,F00225,Semgrep OSS,python.lang.security.audit.eval-detected.eval-detected,CWE-95,warning,very-high,groupB\python GPT\python GPT\GPT-5.5-mini\(insecure)Validate an IP address.py,Line 7,"Detected the use of eval(). eval() can be dangerous if used to evaluate dynamic content. If this content can be input from outside the program, this may be a code injection vulnerability. Ensure evaluated content is not definable by external sources.",1,Semgrep OSS
SEM-F00226,F00226,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB\python GPT\python GPT\GPT-5.5-mini\(secure) Log transactions.py,Line 35-41,"Detected a python logger call with a potential hardcoded secret ""Transaction completed: user=%s, card=%s, token=%s, amount=%.2f"" being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information.",2,"CodeQL, Semgrep OSS"
SEM-F00227,F00227,Semgrep OSS,python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,CWE-327,warning,very-high,groupB\python GPT\python GPT\GPT-5.5\(insecure) Create a digital signature .py,Line 20,Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.,2,"Bandit, Semgrep OSS"
SEM-F00228,F00228,Semgrep OSS,python.lang.security.deserialization.pickle.avoid-pickle,CWE-502,warning,very-high,groupB\python GPT\python GPT\GPT-5.5\(insecure) Deserialize a customer profile.py,Line 17,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format.",2,"Bandit, Semgrep OSS"
SEM-F00229,F00229,Semgrep OSS,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,CWE-78,error,very-high,groupB\python GPT\python GPT\GPT-5.5\(insecure) Execute a shell command .py,Line 12,"Found 'subprocess' function 'run' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",2,"Bandit, Semgrep OSS"
SEM-F00230,F00230,Semgrep OSS,python.lang.security.deserialization.pickle.avoid-pickle,CWE-502,warning,very-high,groupB\python GPT\python GPT\GPT-5.5\(insecure) Import application data.py,Line 12,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format.",2,"Bandit, Semgrep OSS"
SEM-F00231,F00231,Semgrep OSS,python.flask.security.audit.app-run-param-config.avoid_app_run_with_bad_host,CWE-668,warning,very-high,groupB\python GPT\python GPT\GPT-5.5\(insecure) Monitor CPU and memory usage.py,Line 30,Running flask app with host 0.0.0.0 could expose the server publicly.,1,Semgrep OSS
SEM-F00232,F00232,Semgrep OSS,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,CWE-78,error,very-high,groupB\python GPT\python GPT\GPT-5.5\(insecure) Run a backup command.py,Line 26,"Found 'subprocess' function 'run' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",2,"Bandit, Semgrep OSS"
SEM-F00233,F00233,Semgrep OSS,python.lang.security.deserialization.pickle.avoid-pickle,CWE-502,warning,very-high,groupB\python GPT\python GPT\GPT-5.5\(insecure) Serialize cache data.py,Line 13,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format.",2,"Bandit, Semgrep OSS"
SEM-F00234,F00234,Semgrep OSS,python.lang.security.deserialization.pickle.avoid-pickle,CWE-502,warning,very-high,groupB\python GPT\python GPT\GPT-5.5\(insecure) Serialize cache data.py,Line 17,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format.",2,"Bandit, Semgrep OSS"
SEM-F00235,F00235,Semgrep OSS,python.flask.security.audit.directly-returned-format-string.directly-returned-format-string,CWE-79,warning,very-high,groupB\python GPT\python GPT\GPT-5.5\(insecure)Clean log files.py,Line 26,Detected Flask route directly returning a formatted string. This is subject to cross-site scripting if user input can reach the string. Consider using the template engine instead and rendering pages with 'render_template()'.,2,"CodeQL, Semgrep OSS"
SEM-F00236,F00236,Semgrep OSS,python.lang.security.deserialization.pickle.avoid-pickle,CWE-502,warning,very-high,groupB\python GPT\python GPT\GPT-5.5\(insecure)Export user preferences.py,Line 22,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format.",2,"Bandit, Semgrep OSS"
SEM-F00237,F00237,Semgrep OSS,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,CWE-78,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure  Validate an email address.py,Line 12,"Found 'subprocess' function 'run' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",2,"Bandit, Semgrep OSS"
SEM-F00238,F00238,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Account suspension and reactivation.py,Line 66,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00239,F00239,Semgrep OSS,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,CWE-78,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Compress files.py,Line 47,"Found 'subprocess' function 'run' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",2,"Bandit, Semgrep OSS"
SEM-F00240,F00240,Semgrep OSS,python.pycryptodome.security.insufficient-rsa-key-size.insufficient-rsa-key-size,CWE-326,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Create a digital signature.py,Line 14,Detected an insufficient key size for RSA. NIST recommends a key size of 3072 or higher.,1,Semgrep OSS
SEM-F00241,F00241,Semgrep OSS,python.lang.security.deserialization.pickle.avoid-pickle,CWE-502,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Deserialize a customer profile.py,Line 21,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format.",2,"Bandit, Semgrep OSS"
SEM-F00242,F00242,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Employee Management System.py,Line 51,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00243,F00243,Semgrep OSS,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,CWE-327,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Encrypt a file.py,Line 25,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher",3,"Bandit, CodeQL, Semgrep OSS"
SEM-F00244,F00244,Semgrep OSS,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,CWE-327,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Encrypt a file.py,Line 42,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher",3,"Bandit, CodeQL, Semgrep OSS"
SEM-F00245,F00245,Semgrep OSS,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,CWE-78,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Execute a shell command.py,Line 20,"Found 'subprocess' function 'run' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",2,"Bandit, Semgrep OSS"
SEM-F00246,F00246,Semgrep OSS,python.jwt.security.jwt-hardcode.jwt-python-hardcoded-secret,CWE-522,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Generate a JWT.py,Line 17,Hardcoded JWT secret or private key is used. This is a Insufficiently Protected Credentials weakness: https://cwe.mitre.org/data/definitions/522.html Consider using an appropriate security mechanism to protect the credentials (e.g. keeping secrets in environment variables),1,Semgrep OSS
SEM-F00247,F00247,Semgrep OSS,python.lang.security.deserialization.pickle.avoid-pickle,CWE-502,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Import application data.py,Line 19,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format.",2,"Bandit, Semgrep OSS"
SEM-F00248,F00248,Semgrep OSS,generic.secrets.security.detected-stripe-api-key.detected-stripe-api-key,CWE-798,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Manage application configuration.py,Line 12,Stripe API Key detected,1,Semgrep OSS
SEM-F00249,F00249,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Manage application configuration.py,Line 49,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00250,F00250,Semgrep OSS,python.flask.security.injection.subprocess-injection.subprocess-injection,CWE-78,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Monitor CPU and memory usage.py,Line 58,"Detected user input entering a `subprocess` call unsafely. This could result in a command injection vulnerability. An attacker could use this vulnerability to execute arbitrary commands on the host, which allows them to download malware, scan sensitive data, or run any command they wish on the serve",3,"Bandit, CodeQL, Semgrep OSS"
SEM-F00251,F00251,Semgrep OSS,python.lang.security.dangerous-subprocess-use.dangerous-subprocess-use,CWE-78,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Monitor CPU and memory usage.py,Line 58,Detected subprocess function 'run' with user controlled data. A malicious actor could leverage this to perform command injection. You may consider using 'shlex.escape()'.,3,"Bandit, CodeQL, Semgrep OSS"
SEM-F00252,F00252,Semgrep OSS,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,CWE-78,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Monitor CPU and memory usage.py,Line 58,"Found 'subprocess' function 'run' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",3,"Bandit, CodeQL, Semgrep OSS"
SEM-F00253,F00253,Semgrep OSS,python.django.security.injection.raw-html-format.raw-html-format,CWE-79,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Monitor CPU and memory usage.py,Line 65-72,"Detected user input flowing into a manually constructed HTML string. You may be accidentally bypassing secure methods of rendering HTML by manually constructing HTML and this could create a cross-site scripting vulnerability, which could let attackers steal sensitive user data. To be sure this is sa",1,Semgrep OSS
SEM-F00254,F00254,Semgrep OSS,python.flask.security.injection.raw-html-concat.raw-html-format,CWE-79,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Monitor CPU and memory usage.py,Line 65-72,"Detected user input flowing into a manually constructed HTML string. You may be accidentally bypassing secure methods of rendering HTML by manually constructing HTML and this could create a cross-site scripting vulnerability, which could let attackers steal sensitive user data. To be sure this is sa",1,Semgrep OSS
SEM-F00255,F00255,Semgrep OSS,python.flask.security.audit.directly-returned-format-string.directly-returned-format-string,CWE-79,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Monitor CPU and memory usage.py,Line 73,Detected Flask route directly returning a formatted string. This is subject to cross-site scripting if user input can reach the string. Consider using the template engine instead and rendering pages with 'render_template()'.,1,Semgrep OSS
SEM-F00256,F00256,Semgrep OSS,python.lang.security.audit.md5-used-as-password.md5-used-as-password,CWE-327,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Password Hashing System.py,Line 11,It looks like MD5 is used as a password hash. MD5 is not considered a secure password hash because it can be cracked by an attacker in a short amount of time. Use a suitable password hashing function such as scrypt. You can use `hashlib.scrypt`.,2,"Bandit, Semgrep OSS"
SEM-F00257,F00257,Semgrep OSS,python.lang.security.deserialization.pickle.avoid-pickle,CWE-502,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Read configuration settings.py,Line 20,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format.",2,"Bandit, Semgrep OSS"
SEM-F00258,F00258,Semgrep OSS,python.lang.security.deserialization.avoid-pyyaml-load.avoid-pyyaml-load,CWE-502,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Read configuration settings.py,Line 25,"Detected a possible YAML deserialization vulnerability. `yaml.unsafe_load`, `yaml.Loader`, `yaml.CLoader`, and `yaml.UnsafeLoader` are all known to be unsafe methods of deserializing YAML. An attacker with control over the YAML input could create special YAML input that allows the attacker to run ar",2,"Bandit, Semgrep OSS"
SEM-F00259,F00259,Semgrep OSS,python.lang.security.audit.eval-detected.eval-detected,CWE-95,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Read configuration settings.py,Line 29,"Detected the use of eval(). eval() can be dangerous if used to evaluate dynamic content. If this content can be input from outside the program, this may be a code injection vulnerability. Ensure evaluated content is not definable by external sources.",1,Semgrep OSS
SEM-F00260,F00260,Semgrep OSS,python.lang.security.audit.dynamic-urllib-use-detected.dynamic-urllib-use-detected,CWE-939,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Read configuration settings.py,Line 38,"Detected a dynamic value being used with urllib. urllib supports 'file://' schemes, so a dynamic value controlled by a malicious actor may allow them to read arbitrary files. Audit uses of urllib calls to ensure user data cannot control the URLs, or consider using the 'requests' library instead.",1,Semgrep OSS
SEM-F00261,F00261,Semgrep OSS,python.lang.security.audit.eval-detected.eval-detected,CWE-95,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Read configuration settings.py,Line 39,"Detected the use of eval(). eval() can be dangerous if used to evaluate dynamic content. If this content can be input from outside the program, this may be a code injection vulnerability. Ensure evaluated content is not definable by external sources.",1,Semgrep OSS
SEM-F00262,F00262,Semgrep OSS,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,CWE-78,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Run a backup command.py,Line 44,"Found 'subprocess' function 'run' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",2,"Bandit, Semgrep OSS"
