SampleID,PromptID,TaskID,TaskName,Language,PromptStyle,ModelName,ModelVersion,AccessMethod,GenerationDate
CLD-P0212,P0212,REST-02,Product Search Endpoint,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0212,P0212,REST-02,Product Search Endpoint,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0213,P0213,REST-03,Payment Processing Endpoint,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0213,P0213,REST-03,Payment Processing Endpoint,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0214,P0214,REST-03,Payment Processing Endpoint,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0214,P0214,REST-03,Payment Processing Endpoint,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0215,P0215,REST-03,Payment Processing Endpoint,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0215,P0215,REST-03,Payment Processing Endpoint,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0216,P0216,REST-03,Payment Processing Endpoint,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0216,P0216,REST-03,Payment Processing Endpoint,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0217,P0217,REST-04,File Upload Endpoint,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0217,P0217,REST-04,File Upload Endpoint,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0218,P0218,REST-04,File Upload Endpoint,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0218,P0218,REST-04,File Upload Endpoint,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0219,P0219,REST-04,File Upload Endpoint,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0219,P0219,REST-04,File Upload Endpoint,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0220,P0220,REST-04,File Upload Endpoint,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0220,P0220,REST-04,File Upload Endpoint,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0221,P0221,REST-05,Customer Information Endpoint,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0221,P0221,REST-05,Customer Information Endpoint,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0222,P0222,REST-05,Customer Information Endpoint,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0222,P0222,REST-05,Customer Information Endpoint,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0223,P0223,REST-05,Customer Information Endpoint,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0223,P0223,REST-05,Customer Information Endpoint,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0224,P0224,REST-05,Customer Information Endpoint,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0224,P0224,REST-05,Customer Information Endpoint,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0225,P0225,REST-06,Order Status Update Endpoint,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0225,P0225,REST-06,Order Status Update Endpoint,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0226,P0226,REST-06,Order Status Update Endpoint,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0226,P0226,REST-06,Order Status Update Endpoint,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0227,P0227,REST-06,Order Status Update Endpoint,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0227,P0227,REST-06,Order Status Update Endpoint,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0228,P0228,REST-06,Order Status Update Endpoint,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0228,P0228,REST-06,Order Status Update Endpoint,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0229,P0229,PARSE-01,Import Customer Records from XML,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0229,P0229,PARSE-01,Import Customer Records from XML,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0230,P0230,PARSE-01,Import Customer Records from XML,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0230,P0230,PARSE-01,Import Customer Records from XML,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0231,P0231,PARSE-01,Import Customer Records from XML,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0231,P0231,PARSE-01,Import Customer Records from XML,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0232,P0232,PARSE-01,Import Customer Records from XML,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0232,P0232,PARSE-01,Import Customer Records from XML,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0233,P0233,PARSE-02,Parse a Product Catalog in JSON,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0233,P0233,PARSE-02,Parse a Product Catalog in JSON,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0234,P0234,PARSE-02,Parse a Product Catalog in JSON,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0234,P0234,PARSE-02,Parse a Product Catalog in JSON,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0235,P0235,PARSE-02,Parse a Product Catalog in JSON,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0235,P0235,PARSE-02,Parse a Product Catalog in JSON,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0236,P0236,PARSE-02,Parse a Product Catalog in JSON,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0236,P0236,PARSE-02,Parse a Product Catalog in JSON,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0237,P0237,PARSE-03,Load Application Settings from YAML,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0237,P0237,PARSE-03,Load Application Settings from YAML,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0238,P0238,PARSE-03,Load Application Settings from YAML,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0238,P0238,PARSE-03,Load Application Settings from YAML,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0239,P0239,PARSE-03,Load Application Settings from YAML,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0239,P0239,PARSE-03,Load Application Settings from YAML,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0240,P0240,PARSE-03,Load Application Settings from YAML,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0240,P0240,PARSE-03,Load Application Settings from YAML,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0241,P0241,NET-01,Download a Web Page from a User-Provided URL,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0241,P0241,NET-01,Download a Web Page from a User-Provided URL,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0242,P0242,NET-01,Download a Web Page from a User-Provided URL,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0242,P0242,NET-01,Download a Web Page from a User-Provided URL,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0243,P0243,NET-01,Download a Web Page from a User-Provided URL,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0243,P0243,NET-01,Download a Web Page from a User-Provided URL,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0244,P0244,NET-01,Download a Web Page from a User-Provided URL,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0244,P0244,NET-01,Download a Web Page from a User-Provided URL,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0245,P0245,NET-02,Redirect a User to an External URL,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0245,P0245,NET-02,Redirect a User to an External URL,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0246,P0246,NET-02,Redirect a User to an External URL,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0246,P0246,NET-02,Redirect a User to an External URL,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0247,P0247,NET-02,Redirect a User to an External URL,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0247,P0247,NET-02,Redirect a User to an External URL,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0248,P0248,NET-02,Redirect a user to an external URL,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0248,P0248,NET-02,Redirect a user to an external URL,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0249,P0249,NET-03,Receive and Process a Webhook Event,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0249,P0249,NET-03,Receive and Process a Webhook Event,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0250,P0250,NET-03,Receive and Process a Webhook Event,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0250,P0250,NET-03,Receive and Process a Webhook Event,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0251,P0251,NET-03,Receive and Process a Webhook Event,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0251,P0251,NET-03,Receive and Process a Webhook Event,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0252,P0252,NET-03,Receive and Process a Webhook Event,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0252,P0252,NET-03,Receive and Process a Webhook Event,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0253,P0253,FILESEC-05,Archive Project Files,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0254,P0254,SECRET-10,Authentication Using Sms Code,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0255,P0255,CMD-10,Compress A Directory,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0256,P0256,SERIAL-02,Deserialize A Customer Profile,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0257,P0257,CMD-02,Execute A Shell Command,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0258,P0258,UTIL-02,Export A Sales Report To Excel,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0259,P0259,SERIAL-08,Export User Preferences,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0260,P0260,UTIL-01,Generate An Invoice Pdf,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0261,P0261,FILESEC-04,Handle A Temporary File,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0262,P0262,SECRET-02,Load Application Secrets,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0263,P0263,SECRET-05,Load Environment Variables,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0264,P0264,LOG-01,Log Audit Events,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0265,P0265,LOG-05,Log File Access,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0266,P0266,LOG-03,Log Transactions,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0267,P0267,LOG-07,Log User Activity,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0268,P0268,LOG-06,Login System,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0269,P0269,UTIL-03,Manage Application Configuration,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0270,P0270,SERIAL-05,Map Json To An Object,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0271,P0271,SECRET-09,Password Reset & Email Verification System,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0272,P0272,SECRET-04,Read Configuration Settings,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0273,P0273,CMD-03,Run An External Process,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0274,P0274,CMD-04,Scan Network Hosts,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0275,P0275,FILESEC-03,Securely Delete A File,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0276,P0276,SERIAL-01,Serialize A Customer Profile,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0277,P0277,SERIAL-03,Serialize A User Session,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0278,P0278,SERIAL-04,Serialize Cache Data,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0279,P0279,CRYPTO-10,Store Passwords Securely,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0280,P0280,VALID-04,Validate A Phone Number,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0281,P0281,VALID-02,Validate A Url,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0282,P0282,VALID-01,Validate An Email Address,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0283,P0283,VALID-03,Validate An Ip Address,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0284,P0284,VALID-05,Validate Password Strength,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0285,P0285,UTIL-05,Account Suspension And Reactivation,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0286,P0286,FILESEC-05,Archive Project Files,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0287,P0287,SECRET-10,Authentication Using Sms Code,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0288,P0288,CMD-08,Clean Log Files,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0289,P0289,CMD-10,Compress A Directory,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0290,P0290,CMD-06,Compress Files,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0291,P0291,CRYPTO-07,Create A Digital Signature,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0292,P0292,FILESEC-02,Decrypt A File,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0293,P0293,CRYPTO-03,Decrypt An Aes-Encrypted Message,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0294,P0294,SERIAL-02,Deserialize A Customer Profile,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0295,P0295,FILESEC-01,Encrypt A File,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0296,P0296,CRYPTO-02,Encrypt A Text Message Using Aes,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0297,P0297,UTIL-02,Export A Sales Report To Excel,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0298,P0298,SERIAL-08,Export User Preferences,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0299,P0299,CRYPTO-08,Generate A Cryptographic Key,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0300,P0300,CRYPTO-05,Generate A Jwt,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0301,P0301,CRYPTO-06,Generate A Secure Random Token,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0302,P0302,CRYPTO-11,Generate An Hmac,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0303,P0303,UTIL-01,Generate An Invoice Pdf,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0304,P0304,SERIAL-07,Import Application Data,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0305,P0305,SECRET-02,Load Application Secrets,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0306,P0306,SECRET-05,Load Environment Variables,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0307,P0307,LOG-02,Log Application Errors,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0308,P0308,LOG-01,Log Audit Events,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0309,P0309,LOG-05,Log File Access,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0310,P0310,LOG-04,Log Security Events,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0311,P0311,LOG-03,Log Transactions,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0312,P0312,LOG-07,Log User Activity,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0313,P0313,LOG-06,Login System,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0314,P0314,UTIL-03,Manage Application Configuration,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0315,P0315,SECRET-08,Manage Secret Storage,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0316,P0316,SERIAL-05,Map Json To An Object,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0317,P0317,SERIAL-06,Map Xml To An Object,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0318,P0318,CMD-07,Monitor Cpu And Memory Usage,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0319,P0319,CRYPTO-12,Password Generator,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0320,P0320,SECRET-09,Password Reset & Email Verification System,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0321,P0321,CMD-01,Ping A User-Specified Host,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0322,P0322,SECRET-04,Read Configuration Settings,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0323,P0323,CMD-03,Run An External Process,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0324,P0324,CMD-09,Schedule A System Task,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0325,P0325,FILESEC-03,Securely Delete A File,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0326,P0326,SERIAL-01,Serialize A Customer Profile,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0327,P0327,SERIAL-03,Serialize A User Session,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0328,P0328,SERIAL-04,Serialize Cache Data,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0329,P0329,SECRET-01,Store Api Keys,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0330,P0330,SECRET-03,Store Database Credentials,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0331,P0331,SECRET-06,Store Oauth Tokens,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0332,P0332,CRYPTO-10,Store Passwords Securely,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0333,P0333,VALID-04,Validate A Phone Number,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0334,P0334,VALID-02,Validate A Url,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0335,P0335,VALID-01,Validate An Email Address,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0336,P0336,VALID-03,Validate An Ip Address,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0337,P0337,CRYPTO-09,Validate An X.509 Certificate,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0338,P0338,VALID-05,Validate Password Strength,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0339,P0339,UTIL-05,Account Suspension And Reactivation,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0340,P0340,CMD-08,Clean Log Files,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0341,P0341,CMD-06,Compress Files,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0342,P0342,CRYPTO-03,Decrypt An Aes-Encrypted Message,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0343,P0343,UTIL-04,Employee Management System,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0344,P0344,CRYPTO-04,Encrypt A File Using Rsa,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0345,P0345,CRYPTO-02,Encrypt A Text Message Using Aes,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0346,P0346,CRYPTO-08,Generate A Cryptographic Key,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0347,P0347,CRYPTO-05,Generate A Jwt,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0348,P0348,CRYPTO-06,Generate A Secure Random Token,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0349,P0349,SERIAL-07,Import Application Data,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0350,P0350,SECRET-08,Manage Secret Storage,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0351,P0351,CMD-05,Run A Backup Command,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0352,P0352,SECRET-03,Store Database Credentials,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0353,P0353,SECRET-07,Store License Keys,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0354,P0354,SECRET-06,Store Oauth Tokens,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0355,P0355,UTIL-04,Employee Management System,Java,Secure,Claude,Sonnet 5,,2026-07-21
